0 	3.50866e-16 	-1.93455e-30 	-4.14655e-31
0.0100503 	0.380529 	-1.88221e-15 	-6.46707e-16
0.0201005 	0.761058 	-3.76441e-15 	-1.29341e-15
0.0301508 	1.14159 	-5.64662e-15 	-1.94012e-15
0.040201 	1.52212 	-7.52883e-15 	-2.58683e-15
0.0502513 	1.89389 	-9.3582e-15 	-3.22456e-15
0.0603015 	1.92414 	-9.12718e-15 	-3.51213e-15
0.0703518 	1.9544 	-8.89616e-15 	-3.7997e-15
0.080402 	1.98465 	-8.66513e-15 	-4.08727e-15
0.0904523 	2.01491 	-8.43411e-15 	-4.37484e-15
0.100503 	2.04444 	-8.20103e-15 	-4.65295e-15
0.110553 	2.06019 	-7.92874e-15 	-4.7513e-15
0.120603 	2.07595 	-7.65645e-15 	-4.84964e-15
0.130653 	2.09171 	-7.38416e-15 	-4.94799e-15
0.140704 	2.10747 	-7.11187e-15 	-5.04634e-15
0.150754 	2.12296 	-6.84034e-15 	-5.1392e-15
0.160804 	2.13509 	-6.5783e-15 	-5.16447e-15
0.170854 	2.14723 	-6.31626e-15 	-5.18973e-15
0.180905 	2.15936 	-6.05422e-15 	-5.21499e-15
0.190955 	2.1715 	-5.79217e-15 	-5.24026e-15
0.201005 	2.18342 	-5.533e-15 	-5.25958e-15
0.211055 	2.19346 	-5.29963e-15 	-5.22547e-15
0.221106 	2.20349 	-5.06627e-15 	-5.19137e-15
0.231156 	2.21353 	-4.8329e-15 	-5.15726e-15
0.241206 	2.22357 	-4.59954e-15 	-5.12315e-15
0.251256 	2.23341 	-4.37119e-15 	-5.08523e-15
0.261307 	2.24193 	-4.17793e-15 	-5.02067e-15
0.271357 	2.25045 	-3.98467e-15 	-4.95611e-15
0.281407 	2.25896 	-3.79142e-15 	-4.89155e-15
0.291457 	2.26748 	-3.59816e-15 	-4.82699e-15
0.301508 	2.27582 	-3.41218e-15 	-4.76038e-15
0.311558 	2.28313 	-3.26741e-15 	-4.68216e-15
0.321608 	2.29044 	-3.12263e-15 	-4.60394e-15
0.331658 	2.29775 	-2.97786e-15 	-4.52572e-15
0.341709 	2.30506 	-2.83309e-15 	-4.4475e-15
0.351759 	2.31219 	-2.69193e-15 	-4.37455e-15
0.361809 	2.3185 	-2.56776e-15 	-4.32645e-15
0.371859 	2.32481 	-2.4436e-15 	-4.27834e-15
0.38191 	2.33112 	-2.31943e-15 	-4.23023e-15
0.39196 	2.33742 	-2.19527e-15 	-4.18212e-15
0.40201 	2.34356 	-2.07611e-15 	-4.13414e-15
0.41206 	2.34903 	-1.97697e-15 	-4.08666e-15
0.422111 	2.35449 	-1.87783e-15 	-4.03917e-15
0.432161 	2.35995 	-1.77869e-15 	-3.99169e-15
0.442211 	2.36541 	-1.67956e-15 	-3.94421e-15
0.452261 	2.37072 	-1.58983e-15 	-3.88999e-15
0.462312 	2.37546 	-1.5325e-15 	-3.81255e-15
0.472362 	2.3802 	-1.47517e-15 	-3.73512e-15
0.482412 	2.38494 	-1.41784e-15 	-3.65768e-15
0.492462 	2.38968 	-1.36052e-15 	-3.58025e-15
0.502513 	2.39427 	-1.31019e-15 	-3.50709e-15
0.512563 	2.3984 	-1.28085e-15 	-3.44678e-15
0.522613 	2.40252 	-1.25152e-15 	-3.38646e-15
0.532663 	2.40665 	-1.22218e-15 	-3.32614e-15
0.542714 	2.41078 	-1.19285e-15 	-3.26582e-15
0.552764 	2.41476 	-1.16432e-15 	-3.2039e-15
0.562814 	2.41835 	-1.13792e-15 	-3.13776e-15
0.572864 	2.42195 	-1.11151e-15 	-3.07163e-15
0.582915 	2.42555 	-1.08511e-15 	-3.00549e-15
0.592965 	2.42915 	-1.0587e-15 	-2.93935e-15
0.603015 	2.43261 	-1.0323e-15 	-2.87322e-15
0.613065 	2.43575 	-1.00591e-15 	-2.8071e-15
0.623116 	2.4389 	-9.79508e-16 	-2.74098e-15
0.633166 	2.44204 	-9.53111e-16 	-2.67486e-15
0.643216 	2.44518 	-9.26714e-16 	-2.60874e-15
0.653266 	2.4482 	-9.05243e-16 	-2.54876e-15
0.663317 	2.45096 	-8.94003e-16 	-2.50153e-15
0.673367 	2.45371 	-8.82763e-16 	-2.45431e-15
0.683417 	2.45647 	-8.71523e-16 	-2.40709e-15
0.693467 	2.45923 	-8.60283e-16 	-2.35987e-15
0.703518 	2.46186 	-8.47155e-16 	-2.31918e-15
0.713568 	2.46428 	-8.30521e-16 	-2.29061e-15
0.723618 	2.46671 	-8.13887e-16 	-2.26204e-15
0.733668 	2.46913 	-7.97252e-16 	-2.23348e-15
0.743719 	2.47155 	-7.80618e-16 	-2.20491e-15
0.753769 	2.47386 	-7.65541e-16 	-2.16835e-15
0.763819 	2.476 	-7.53058e-16 	-2.11845e-15
0.773869 	2.47813 	-7.40575e-16 	-2.06856e-15
0.78392 	2.48026 	-7.28093e-16 	-2.01866e-15
0.79397 	2.4824 	-7.1561e-16 	-1.96877e-15
0.80402 	2.48443 	-7.0028e-16 	-1.90606e-15
0.81407 	2.48632 	-6.80677e-16 	-1.82412e-15
0.824121 	2.4882 	-6.61074e-16 	-1.74219e-15
0.834171 	2.49009 	-6.41472e-16 	-1.66025e-15
0.844221 	2.49197 	-6.21869e-16 	-1.57832e-15
0.854271 	2.49377 	-6.06098e-16 	-1.51689e-15
0.864322 	2.49544 	-5.9551e-16 	-1.4832e-15
0.874372 	2.49711 	-5.84923e-16 	-1.44951e-15
0.884422 	2.49878 	-5.74335e-16 	-1.41582e-15
0.894472 	2.50045 	-5.63748e-16 	-1.38214e-15
0.904523 	2.50203 	-5.61977e-16 	-1.34798e-15
0.914573 	2.50352 	-5.70982e-16 	-1.31324e-15
0.924623 	2.505 	-5.79988e-16 	-1.2785e-15
0.934673 	2.50648 	-5.88993e-16 	-1.24377e-15
0.944724 	2.50797 	-5.97999e-16 	-1.20903e-15
0.954774 	2.50937 	-5.97857e-16 	-1.15756e-15
0.964824 	2.51069 	-5.87604e-16 	-1.0876e-15
0.974874 	2.51201 	-5.77352e-16 	-1.01764e-15
0.984925 	2.51333 	-5.67099e-16 	-9.47675e-16
0.994975 	2.51465 	-5.56847e-16 	-8.77713e-16
1.00503 	2.5159 	-5.3925e-16 	-8.25966e-16
1.01508 	2.51708 	-5.1431e-16 	-7.92435e-16
1.02513 	2.51825 	-4.89369e-16 	-7.58905e-16
1.03518 	2.51943 	-4.64429e-16 	-7.25374e-16
1.04523 	2.52061 	-4.39489e-16 	-6.91843e-16
1.05528 	2.52172 	-4.19457e-16 	-6.74204e-16
1.06533 	2.52277 	-4.03867e-16 	-6.70944e-16
