1.199999999999999956e+00 1.199999999999999956e+00 1.199999999999999956e+00 1.199999999999999956e+00 1.199999999999999956e+00 1.199999999999999956e+00 1.199999999999999956e+00 1.199999999999999956e+00 1.199999999999999956e+00 1.199999999999999956e+00 1.199999999999999956e+00 1.199999999999999956e+00 1.199999999999999956e+00 1.199999999999999956e+00 1.199999999999999956e+00 1.199999999999999956e+00 1.199999999999999956e+00 1.199999999999999956e+00 1.199999999999999956e+00 1.199999999999999956e+00 1.199999999999999956e+00 1.199999999999999956e+00 1.199999999999999956e+00 1.199999999999999956e+00 1.199999999999999956e+00 1.199999999999999956e+00 1.199999999999999956e+00 1.199999999999999956e+00 1.199999999999999956e+00 1.199999999999999956e+00
2.999999999999999889e-01 8.110000000000000542e-01 1.320999999999999952e+00 1.832000000000000073e+00 2.342000000000000082e+00 2.853000000000000203e+00 3.362999999999999989e+00 3.874000000000000110e+00 4.384000000000000341e+00 4.894999999999999574e+00 5.405000000000000249e+00 5.916000000000000369e+00 6.426000000000000156e+00 6.937000000000000277e+00 7.447000000000000064e+00 7.958000000000000185e+00 8.467999999999999972e+00 8.978999999999999204e+00 9.489000000000000767e+00 1.000000000000000000e+01 2.999999999999999889e-01 4.889999999999999902e-01 6.780000000000000471e-01 8.669999999999999929e-01 1.056000000000000050e+00 1.243999999999999995e+00 1.433000000000000052e+00 1.622000000000000108e+00 1.810999999999999943e+00 2.000000000000000000e+00
3.219319999999999959e-01 2.753450000000000064e-01 2.781009999999999871e-01 2.792680000000000162e-01 2.800000000000000266e-01 2.766719999999999735e-01 2.782560000000000033e-01 2.795210000000000194e-01 2.803640000000000021e-01 2.809659999999999935e-01 2.791080000000000227e-01 2.794929999999999914e-01 2.796810000000000129e-01 2.797910000000000119e-01 2.797879999999999812e-01 2.783070000000000266e-01 2.783030000000000226e-01 2.782930000000000126e-01 2.782319999999999793e-01 2.770349999999999757e-01 3.219319999999999959e-01 2.914550000000000196e-01 2.816089999999999982e-01 2.772129999999999872e-01 2.746589999999999865e-01 2.829059999999999908e-01 2.801569999999999894e-01 2.780270000000000241e-01 2.763530000000000153e-01 2.750400000000000067e-01
4.306229999999999780e-01 3.841069999999999762e-01 3.876939999999999831e-01 3.891479999999999939e-01 3.901169999999999916e-01 3.873349999999999849e-01 3.892390000000000017e-01 3.907499999999999862e-01 3.917539999999999911e-01 3.924340000000000050e-01 3.907590000000000230e-01 3.910989999999999744e-01 3.912129999999999774e-01 3.912229999999999874e-01 3.911100000000000132e-01 3.896290000000000031e-01 3.894989999999999841e-01 3.893619999999999859e-01 3.891780000000000239e-01 3.879600000000000271e-01 4.306229999999999780e-01 3.991330000000000156e-01 3.897860000000000213e-01 3.860500000000000043e-01 3.840089999999999892e-01 3.922320000000000251e-01 3.897729999999999806e-01 3.878480000000000261e-01 3.863349999999999840e-01 3.851669999999999816e-01
5.393149999999999888e-01 4.928679999999999728e-01 4.972869999999999790e-01 4.990269999999999984e-01 5.002330000000000387e-01 4.979979999999999962e-01 5.002229999999999732e-01 5.019789999999999530e-01 5.031440000000000357e-01 5.039029999999999898e-01 5.024100000000000232e-01 5.027059999999999862e-01 5.027449999999999974e-01 5.026549999999999629e-01 5.024319999999999897e-01 5.009519999999999529e-01 5.006950000000000012e-01 5.004309999999999592e-01 5.001250000000000417e-01 4.988850000000000229e-01 5.393149999999999888e-01 5.068110000000000115e-01 4.979629999999999890e-01 4.948879999999999946e-01 4.933589999999999920e-01 5.015579999999999483e-01 4.993900000000000006e-01 4.976689999999999725e-01 4.963159999999999794e-01 4.952929999999999833e-01
6.480059999999999709e-01 6.016289999999999694e-01 6.068810000000000038e-01 6.089069999999999760e-01 6.103490000000000304e-01 6.086610000000000076e-01 6.112069999999999448e-01 6.132079999999999753e-01 6.145340000000000247e-01 6.153710000000000013e-01 6.140619999999999967e-01 6.143119999999999692e-01 6.142769999999999619e-01 6.140879999999999672e-01 6.137540000000000218e-01 6.122739999999999849e-01 6.118909999999999627e-01 6.115000000000000435e-01 6.110719999999999485e-01 6.098099999999999632e-01 6.480059999999999709e-01 6.144880000000000342e-01 6.061400000000000121e-01 6.037249999999999561e-01 6.027099999999999680e-01 6.108839999999999826e-01 6.090060000000000473e-01 6.074889999999999457e-01 6.062980000000000036e-01 6.054190000000000405e-01
7.566979999999999817e-01 7.103909999999999947e-01 7.164740000000000553e-01 7.187869999999999537e-01 7.204660000000000508e-01 7.193239999999999634e-01 7.221899999999999986e-01 7.244369999999999976e-01 7.259240000000000137e-01 7.268390000000000128e-01 7.257130000000000525e-01 7.259189999999999809e-01 7.258090000000000375e-01 7.255200000000000538e-01 7.250760000000000538e-01 7.235960000000000170e-01 7.230870000000000353e-01 7.225690000000000168e-01 7.220189999999999664e-01 7.207350000000000145e-01 7.566979999999999817e-01 7.221659999999999746e-01 7.143169999999999797e-01 7.125620000000000287e-01 7.120600000000000263e-01 7.202100000000000168e-01 7.186219999999999830e-01 7.173100000000000032e-01 7.162800000000000278e-01 7.155449999999999866e-01
8.077490000000000503e-01 8.142700000000000493e-01 8.203650000000000109e-01 8.224179999999999824e-01 8.241619999999999502e-01 8.292890000000000539e-01 8.315120000000000289e-01 8.332019999999999982e-01 8.343099999999999961e-01 8.348069999999999657e-01 8.367029999999999745e-01 8.362519999999999953e-01 8.356059999999999599e-01 8.347769999999999913e-01 8.338900000000000201e-01 8.342309999999999448e-01 8.332119999999999527e-01 8.321899999999999853e-01 8.312190000000000412e-01 8.313180000000000014e-01 8.077490000000000503e-01 8.027940000000000076e-01 8.083460000000000090e-01 8.144850000000000145e-01 8.191610000000000280e-01 8.172700000000000520e-01 8.201230000000000464e-01 8.222070000000000212e-01 8.238670000000000160e-01 8.253329999999999833e-01
8.476169999999999538e-01 8.559259999999999646e-01 8.623969999999999692e-01 8.645629999999999704e-01 8.663960000000000550e-01 8.718190000000000106e-01 8.741309999999999913e-01 8.758810000000000207e-01 8.770219999999999683e-01 8.775249999999999995e-01 8.795190000000000508e-01 8.790299999999999780e-01 8.783410000000000384e-01 8.774610000000000465e-01 8.765209999999999946e-01 8.768869999999999720e-01 8.758110000000000062e-01 8.747340000000000115e-01 8.737099999999999866e-01 8.738209999999999589e-01 8.476169999999999538e-01 8.434099999999999930e-01 8.495599999999999818e-01 8.561509999999999954e-01 8.611370000000000413e-01 8.590799999999999548e-01 8.621269999999999767e-01 8.643499999999999517e-01 8.661180000000000545e-01 8.676749999999999741e-01
8.874840000000000506e-01 8.975830000000000197e-01 9.044290000000000385e-01 9.067089999999999872e-01 9.086300000000000487e-01 9.143499999999999961e-01 9.167499999999999538e-01 9.185609999999999609e-01 9.197340000000000515e-01 9.202420000000000044e-01 9.223360000000000447e-01 9.218089999999999895e-01 9.210749999999999771e-01 9.201439999999999619e-01 9.191529999999999978e-01 9.195429999999999993e-01 9.184109999999999774e-01 9.172780000000000378e-01 9.162019999999999609e-01 9.163240000000000274e-01 8.874840000000000506e-01 8.840270000000000072e-01 8.907739999999999547e-01 8.978159999999999474e-01 9.031139999999999723e-01 9.008899999999999686e-01 9.041310000000000180e-01 9.064919999999999645e-01 9.083679999999999533e-01 9.100160000000000471e-01
