1.199999999999999956e+00 1.199999999999999956e+00 1.199999999999999956e+00 1.199999999999999956e+00 1.199999999999999956e+00 1.199999999999999956e+00 1.199999999999999956e+00 1.199999999999999956e+00 1.199999999999999956e+00 1.199999999999999956e+00 1.199999999999999956e+00 1.199999999999999956e+00 1.199999999999999956e+00 1.199999999999999956e+00 1.199999999999999956e+00 1.199999999999999956e+00 1.199999999999999956e+00 1.199999999999999956e+00 1.199999999999999956e+00 1.199999999999999956e+00 1.199999999999999956e+00 1.199999999999999956e+00 1.199999999999999956e+00 1.199999999999999956e+00 1.199999999999999956e+00 1.199999999999999956e+00 1.199999999999999956e+00 1.199999999999999956e+00 1.199999999999999956e+00 1.199999999999999956e+00
2.999999999999999889e-01 8.110000000000000542e-01 1.320999999999999952e+00 1.832000000000000073e+00 2.342000000000000082e+00 2.853000000000000203e+00 3.362999999999999989e+00 3.874000000000000110e+00 4.384000000000000341e+00 4.894999999999999574e+00 5.405000000000000249e+00 5.916000000000000369e+00 6.426000000000000156e+00 6.937000000000000277e+00 7.447000000000000064e+00 7.958000000000000185e+00 8.467999999999999972e+00 8.978999999999999204e+00 9.489000000000000767e+00 1.000000000000000000e+01 2.999999999999999889e-01 4.889999999999999902e-01 6.780000000000000471e-01 8.669999999999999929e-01 1.056000000000000050e+00 1.243999999999999995e+00 1.433000000000000052e+00 1.622000000000000108e+00 1.810999999999999943e+00 2.000000000000000000e+00
3.136959999999999749e-01 2.594910000000000272e-01 9.404120000000000257e-01 2.680580000000000185e-01 2.775630000000000042e-01 2.847529999999999784e-01 2.950980000000000270e-01 3.014660000000000117e-01 3.052489999999999926e-01 1.017570000000000086e+00 3.071840000000000126e-01 3.086119999999999974e-01 3.095910000000000051e-01 3.103279999999999927e-01 3.108199999999999852e-01 1.133350000000000080e+00 3.098639999999999728e-01 3.101389999999999980e-01 1.030510000000000037e+00 3.091439999999999744e-01 3.136959999999999749e-01 2.792450000000000210e-01 2.665799999999999836e-01 2.609799999999999898e-01 2.583170000000000188e-01 2.664420000000000122e-01 2.647459999999999813e-01 2.643329999999999846e-01 2.650779999999999803e-01 2.667669999999999764e-01
4.990410000000000124e-01 4.388639999999999763e-01 4.430609999999999826e-01 4.526290000000000036e-01 4.685889999999999778e-01 4.840700000000000003e-01 5.010750000000000481e-01 5.113990000000000480e-01 5.174840000000000551e-01 5.215929999999999733e-01 5.222299999999999720e-01 5.242729999999999890e-01 5.256459999999999466e-01 5.266170000000000018e-01 5.272409999999999597e-01 5.261970000000000258e-01 5.265250000000000208e-01 5.267519999999999980e-01 5.268690000000000317e-01 5.257610000000000339e-01 4.990410000000000124e-01 4.597870000000000013e-01 4.457860000000000156e-01 4.402920000000000167e-01 4.382940000000000169e-01 4.466289999999999982e-01 4.460210000000000008e-01 4.470529999999999782e-01 4.496939999999999826e-01 4.536910000000000109e-01
6.843850000000000211e-01 6.182379999999999542e-01 6.238979999999999526e-01 6.371999999999999886e-01 6.596149999999999514e-01 6.833869999999999667e-01 7.070520000000000138e-01 7.213310000000000555e-01 7.297190000000000065e-01 7.353309999999999569e-01 7.372750000000000137e-01 7.399329999999999519e-01 7.417000000000000259e-01 7.429069999999999840e-01 7.436620000000000452e-01 7.428649999999999975e-01 7.431860000000000133e-01 7.433659999999999712e-01 7.434180000000000232e-01 7.423790000000000111e-01 6.843850000000000211e-01 6.403290000000000370e-01 6.249919999999999920e-01 6.196040000000000436e-01 6.182699999999999863e-01 6.268160000000000398e-01 6.272969999999999935e-01 6.297730000000000272e-01 6.343090000000000117e-01 6.406140000000000168e-01
7.968110000000000470e-01 7.772050000000000347e-01 7.834339999999999637e-01 7.995179999999999509e-01 8.274190000000000156e-01 8.643089999999999939e-01 8.927960000000000340e-01 9.096469999999999834e-01 9.194360000000000310e-01 9.257849999999999691e-01 9.320899999999999741e-01 9.345869999999999456e-01 9.361669999999999714e-01 9.370669999999999833e-01 9.375480000000000480e-01 9.390629999999999811e-01 9.389309999999999601e-01 9.386309999999999931e-01 9.382759999999999989e-01 9.389199999999999768e-01 7.968110000000000470e-01 7.789019999999999833e-01 7.749660000000000437e-01 7.766020000000000145e-01 7.802930000000000144e-01 7.795549999999999979e-01 7.849300000000000166e-01 7.917239999999999833e-01 8.003850000000000131e-01 8.107680000000000442e-01
8.648139999999999716e-01 8.459320000000000173e-01 8.527919999999999945e-01 8.702999999999999625e-01 9.005100000000000326e-01 9.399349999999999650e-01 9.696960000000000024e-01 9.872840000000000504e-01 9.975129999999999830e-01 1.004119999999999902e+00 1.010769999999999946e+00 1.013339999999999907e+00 1.014950000000000019e+00 1.015859999999999985e+00 1.016329999999999956e+00 1.017959999999999976e+00 1.017789999999999973e+00 1.017449999999999966e+00 1.017060000000000075e+00 1.017759999999999998e+00 8.648139999999999716e-01 8.470360000000000111e-01 8.432730000000000503e-01 8.452699999999999658e-01 8.493929999999999536e-01 8.484690000000000287e-01 8.543910000000000116e-01 8.618360000000000465e-01 8.712959999999999594e-01 8.826060000000000016e-01
9.201470000000000482e-01 8.802240000000000064e-01 8.878840000000000066e-01 9.063660000000000050e-01 9.376430000000000042e-01 9.746050000000000546e-01 1.003910000000000080e+00 1.021339999999999915e+00 1.031549999999999967e+00 1.038180000000000103e+00 1.043160000000000087e+00 1.045909999999999895e+00 1.047670000000000101e+00 1.048740000000000006e+00 1.049339999999999939e+00 1.049949999999999939e+00 1.049960000000000004e+00 1.049800000000000066e+00 1.049549999999999983e+00 1.049469999999999903e+00 9.201470000000000482e-01 8.902769999999999850e-01 8.813010000000000010e-01 8.804539999999999589e-01 8.828080000000000371e-01 8.861900000000000333e-01 8.905999999999999472e-01 8.969749999999999668e-01 9.057039999999999536e-01 9.165100000000000469e-01
9.359750000000000014e-01 8.983010000000000161e-01 9.063409999999999522e-01 9.252340000000000009e-01 9.568529999999999536e-01 9.929959999999999898e-01 1.020480000000000054e+00 1.036810000000000009e+00 1.046399999999999997e+00 1.052570000000000006e+00 1.057180000000000009e+00 1.059700000000000086e+00 1.061299999999999910e+00 1.062259999999999982e+00 1.062780000000000058e+00 1.063309999999999977e+00 1.063290000000000068e+00 1.063109999999999999e+00 1.062840000000000007e+00 1.062740000000000018e+00 9.359750000000000014e-01 9.077070000000000416e-01 8.991999999999999993e-01 8.985880000000000534e-01 9.010989999999999833e-01 9.045990000000000419e-01 9.091249999999999609e-01 9.156469999999999887e-01 9.245600000000000485e-01 9.355569999999999720e-01
9.518029999999999546e-01 9.163780000000000259e-01 9.247980000000000089e-01 9.441019999999999968e-01 9.760640000000000427e-01 1.011390000000000011e+00 1.037039999999999962e+00 1.052270000000000039e+00 1.061250000000000027e+00 1.066959999999999908e+00 1.071190000000000087e+00 1.073490000000000055e+00 1.074929999999999941e+00 1.075769999999999893e+00 1.076219999999999954e+00 1.076670000000000016e+00 1.076619999999999910e+00 1.076410000000000089e+00 1.076130000000000031e+00 1.076000000000000068e+00 9.518029999999999546e-01 9.251369999999999871e-01 9.170989999999999975e-01 9.167220000000000368e-01 9.193900000000000405e-01 9.230070000000000219e-01 9.276499999999999746e-01 9.343179999999999819e-01 9.434160000000000323e-01 9.546040000000000081e-01
