1.500000000000000000e+00 1.500000000000000000e+00 1.500000000000000000e+00 1.500000000000000000e+00 1.500000000000000000e+00 1.500000000000000000e+00 1.500000000000000000e+00 1.500000000000000000e+00 1.500000000000000000e+00 1.500000000000000000e+00
2.999999999999999889e-01 8.219999999999999529e-01 1.344000000000000083e+00 1.866999999999999993e+00 2.388999999999999790e+00 2.911000000000000032e+00 3.432999999999999829e+00 3.955999999999999961e+00 4.477999999999999758e+00 5.000000000000000000e+00
4.988920000000000021e-01 4.505870000000000153e-01 4.564799999999999969e-01 4.541100000000000136e-01 4.598860000000000170e-01 4.622939999999999827e-01 4.681089999999999973e-01 4.701690000000000036e-01 4.738100000000000089e-01 4.745440000000000214e-01
6.673289999999999500e-01 6.170719999999999539e-01 6.245389999999999553e-01 6.236650000000000249e-01 6.308669999999999556e-01 6.354450000000000376e-01 6.428380000000000205e-01 6.465020000000000211e-01 6.510179999999999856e-01 6.526760000000000339e-01
7.999859999999999749e-01 7.778439999999999799e-01 7.855919999999999570e-01 7.911070000000000046e-01 7.981920000000000126e-01 8.075750000000000428e-01 8.152770000000000294e-01 8.222869999999999902e-01 8.266339999999999799e-01 8.305869999999999642e-01
8.616150000000000198e-01 8.413279999999999648e-01 8.497149999999999981e-01 8.560330000000000439e-01 8.635880000000000223e-01 8.738510000000000444e-01 8.819970000000000310e-01 8.895579999999999599e-01 8.940780000000000394e-01 8.983219999999999539e-01
9.232449999999999823e-01 9.048119999999999497e-01 9.138389999999999569e-01 9.209589999999999721e-01 9.289840000000000320e-01 9.401260000000000172e-01 9.487179999999999502e-01 9.568280000000000118e-01 9.615219999999999878e-01 9.660560000000000258e-01
9.848749999999999449e-01 9.682960000000000456e-01 9.779619999999999980e-01 9.858850000000000113e-01 9.943800000000000416e-01 1.006399999999999961e+00 1.015439999999999898e+00 1.024100000000000010e+00 1.028969999999999940e+00 1.033789999999999987e+00
1.046499999999999986e+00 1.031779999999999919e+00 1.042089999999999961e+00 1.050810000000000022e+00 1.059779999999999944e+00 1.072680000000000078e+00 1.082160000000000011e+00 1.091369999999999951e+00 1.096410000000000107e+00 1.101520000000000055e+00
1.108130000000000059e+00 1.095259999999999900e+00 1.106209999999999916e+00 1.115739999999999954e+00 1.125170000000000003e+00 1.138949999999999907e+00 1.148879999999999901e+00 1.158639999999999892e+00 1.163850000000000051e+00 1.169259999999999966e+00
1.169759999999999911e+00 1.158749999999999947e+00 1.170330000000000092e+00 1.180660000000000043e+00 1.190569999999999906e+00 1.205209999999999892e+00 1.215600000000000014e+00 1.225659999999999972e+00 1.231300000000000061e+00 1.236580000000000013e+00
1.199279999999999902e+00 1.177310000000000079e+00 1.189869999999999983e+00 1.198129999999999917e+00 1.208869999999999889e+00 1.222390000000000088e+00 1.233289999999999997e+00 1.242669999999999941e+00 1.248399999999999954e+00 1.253300000000000081e+00
1.213349999999999929e+00 1.193740000000000023e+00 1.206679999999999975e+00 1.215109999999999912e+00 1.225980000000000070e+00 1.239579999999999904e+00 1.250429999999999930e+00 1.259679999999999911e+00 1.265269999999999895e+00 1.270010000000000083e+00
1.228790000000000049e+00 1.210290000000000088e+00 1.223549999999999915e+00 1.232110000000000039e+00 1.243109999999999937e+00 1.256769999999999943e+00 1.267579999999999929e+00 1.276699999999999946e+00 1.282149999999999901e+00 1.286720000000000086e+00
1.242410000000000014e+00 1.226499999999999924e+00 1.240010000000000057e+00 1.248950000000000005e+00 1.260000000000000009e+00 1.273859999999999992e+00 1.284559999999999924e+00 1.293639999999999901e+00 1.298890000000000100e+00 1.303379999999999983e+00
1.252559999999999896e+00 1.237819999999999920e+00 1.251630000000000020e+00 1.260709999999999997e+00 1.271849999999999925e+00 1.285740000000000105e+00 1.296370000000000022e+00 1.305330000000000101e+00 1.310459999999999958e+00 1.314820000000000100e+00
1.262709999999999999e+00 1.249149999999999983e+00 1.263260000000000050e+00 1.272459999999999924e+00 1.283700000000000063e+00 1.297609999999999930e+00 1.308179999999999898e+00 1.317020000000000080e+00 1.322030000000000038e+00 1.326259999999999994e+00
1.272860000000000102e+00 1.260469999999999979e+00 1.274890000000000079e+00 1.284219999999999917e+00 1.295549999999999979e+00 1.309479999999999977e+00 1.319989999999999997e+00 1.328699999999999992e+00 1.333599999999999897e+00 1.337699999999999889e+00
1.283020000000000049e+00 1.271789999999999976e+00 1.286520000000000108e+00 1.295979999999999910e+00 1.307399999999999896e+00 1.321350000000000025e+00 1.331800000000000095e+00 1.340389999999999970e+00 1.345169999999999977e+00 1.349140000000000006e+00
1.293169999999999931e+00 1.283120000000000038e+00 1.298140000000000072e+00 1.307730000000000059e+00 1.319250000000000034e+00 1.333229999999999915e+00 1.343609999999999971e+00 1.352079999999999949e+00 1.356740000000000057e+00 1.360579999999999901e+00
1.303320000000000034e+00 1.294440000000000035e+00 1.309770000000000101e+00 1.319490000000000052e+00 1.331090000000000106e+00 1.345040000000000013e+00 1.355420000000000069e+00 1.363690000000000069e+00 1.368279999999999941e+00 1.371920000000000028e+00
1.309760000000000035e+00 1.300710000000000033e+00 1.316410000000000080e+00 1.326000000000000068e+00 1.337739999999999929e+00 1.351590000000000069e+00 1.361900000000000110e+00 1.370049999999999990e+00 1.374540000000000095e+00 1.378090000000000037e+00
1.314519999999999911e+00 1.306799999999999962e+00 1.322799999999999976e+00 1.332510000000000083e+00 1.344309999999999894e+00 1.358139999999999903e+00 1.368370000000000086e+00 1.376409999999999911e+00 1.380800000000000027e+00 1.384249999999999980e+00
1.320899999999999963e+00 1.313039999999999985e+00 1.329239999999999977e+00 1.339050000000000074e+00 1.350899999999999990e+00 1.364700000000000024e+00 1.374849999999999905e+00 1.382770000000000055e+00 1.387070000000000025e+00 1.390419999999999989e+00
1.326680000000000081e+00 1.319190000000000085e+00 1.335579999999999989e+00 1.345539999999999958e+00 1.357420000000000071e+00 1.371229999999999949e+00 1.381280000000000063e+00 1.389100000000000001e+00 1.393289999999999917e+00 1.396570000000000089e+00
1.331380000000000008e+00 1.324230000000000018e+00 1.340859999999999941e+00 1.350940000000000030e+00 1.362849999999999895e+00 1.376609999999999889e+00 1.386549999999999949e+00 1.394249999999999989e+00 1.398339999999999916e+00 1.401520000000000099e+00
1.336079999999999934e+00 1.329280000000000017e+00 1.346149999999999958e+00 1.356330000000000036e+00 1.368279999999999941e+00 1.381990000000000052e+00 1.391829999999999901e+00 1.399399999999999977e+00 1.403389999999999915e+00 1.406470000000000109e+00
1.340780000000000083e+00 1.334319999999999951e+00 1.351429999999999909e+00 1.361720000000000041e+00 1.373709999999999987e+00 1.387369999999999992e+00 1.397110000000000074e+00 1.404560000000000031e+00 1.408439999999999914e+00 1.411419999999999897e+00
1.345469999999999944e+00 1.339369999999999949e+00 1.356710000000000083e+00 1.367119999999999891e+00 1.379140000000000033e+00 1.392749999999999932e+00 1.402390000000000025e+00 1.409710000000000019e+00 1.413480000000000070e+00 1.416369999999999907e+00
1.350170000000000092e+00 1.344419999999999948e+00 1.362000000000000099e+00 1.372509999999999897e+00 1.384579999999999922e+00 1.398130000000000095e+00 1.407669999999999977e+00 1.414860000000000007e+00 1.418530000000000069e+00 1.421319999999999917e+00
