0 	0 	0 	0
0.0100503 	0.405932 	-4.23241e-16 	-3.9137e-17
0.0201005 	0.811865 	-8.46481e-16 	-7.82741e-17
0.0301508 	1.2178 	-1.26972e-15 	-1.17411e-16
0.040201 	1.62373 	-1.69296e-15 	-1.56548e-16
0.0502513 	2.02041 	-2.10803e-15 	-1.96483e-16
0.0603015 	2.05626 	-2.20417e-15 	-2.67526e-16
0.0703518 	2.09211 	-2.30032e-15 	-3.38568e-16
0.080402 	2.12797 	-2.39647e-15 	-4.09611e-16
0.0904523 	2.16382 	-2.49262e-15 	-4.80654e-16
0.100503 	2.19868 	-2.5852e-15 	-5.51704e-16
0.110553 	2.21474 	-2.60994e-15 	-6.22903e-16
0.120603 	2.23081 	-2.63467e-15 	-6.94101e-16
0.130653 	2.24687 	-2.65941e-15 	-7.653e-16
0.140704 	2.26294 	-2.68415e-15 	-8.36498e-16
0.150754 	2.27862 	-2.70838e-15 	-9.04599e-16
0.160804 	2.28962 	-2.72634e-15 	-9.34496e-16
0.170854 	2.30062 	-2.74431e-15 	-9.64393e-16
0.180905 	2.31162 	-2.76228e-15 	-9.9429e-16
0.190955 	2.32262 	-2.78024e-15 	-1.02419e-15
0.201005 	2.33337 	-2.79782e-15 	-1.05867e-15
0.211055 	2.34185 	-2.8119e-15 	-1.13446e-15
0.221106 	2.35034 	-2.82597e-15 	-1.21024e-15
0.231156 	2.35883 	-2.84005e-15 	-1.28602e-15
0.241206 	2.36732 	-2.85413e-15 	-1.36181e-15
0.251256 	2.37562 	-2.8645e-15 	-1.44056e-15
0.261307 	2.3826 	-2.849e-15 	-1.54005e-15
0.271357 	2.38958 	-2.83349e-15 	-1.63955e-15
0.281407 	2.39657 	-2.81798e-15 	-1.73905e-15
0.291457 	2.40355 	-2.80247e-15 	-1.83854e-15
0.301508 	2.41038 	-2.78276e-15 	-1.92735e-15
0.311558 	2.41639 	-2.73918e-15 	-1.95558e-15
