-1 	0 	0 	0
-0.98995 	0.361744 	-7.4729e-16 	-2.01894e-15
-0.979899 	0.723488 	-1.49458e-15 	-4.03788e-15
-0.969849 	1.08523 	-2.24187e-15 	-6.05682e-15
-0.959799 	1.44698 	-2.98916e-15 	-8.07576e-15
-0.949749 	1.8004 	-3.72557e-15 	-1.00379e-14
-0.939698 	1.82937 	-4.03758e-15 	-9.78418e-15
-0.929648 	1.85833 	-4.34959e-15 	-9.53047e-15
-0.919598 	1.8873 	-4.6616e-15 	-9.27677e-15
-0.909548 	1.91626 	-4.97361e-15 	-9.02307e-15
-0.899497 	1.94454 	-5.27658e-15 	-8.76697e-15
-0.889447 	1.95975 	-5.40781e-15 	-8.46544e-15
-0.879397 	1.97495 	-5.53905e-15 	-8.1639e-15
-0.869347 	1.99016 	-5.67028e-15 	-7.86236e-15
-0.859296 	2.00536 	-5.80151e-15 	-7.56083e-15
-0.849246 	2.02031 	-5.92494e-15 	-7.26205e-15
-0.839196 	2.03212 	-5.9521e-15 	-6.99723e-15
-0.829146 	2.04392 	-5.97925e-15 	-6.73241e-15
-0.819095 	2.05573 	-6.00641e-15 	-6.4676e-15
-0.809045 	2.06753 	-6.03357e-15 	-6.20278e-15
-0.798995 	2.07914 	-6.05187e-15 	-5.94042e-15
-0.788945 	2.08902 	-5.99043e-15 	-5.70014e-15
-0.778894 	2.0989 	-5.92899e-15 	-5.45987e-15
-0.768844 	2.10877 	-5.86754e-15 	-5.21959e-15
-0.758794 	2.11865 	-5.8061e-15 	-4.97931e-15
-0.748744 	2.12836 	-5.74293e-15 	-4.74381e-15
-0.738693 	2.13686 	-5.6677e-15 	-4.54176e-15
-0.728643 	2.14535 	-5.59246e-15 	-4.33971e-15
-0.718593 	2.15385 	-5.51723e-15 	-4.13765e-15
-0.708543 	2.16235 	-5.44199e-15 	-3.9356e-15
-0.698492 	2.17069 	-5.36559e-15 	-3.74066e-15
-0.688442 	2.17809 	-5.28259e-15 	-3.58604e-15
-0.678392 	2.18549 	-5.1996e-15 	-3.43142e-15
-0.668342 	2.19289 	-5.1166e-15 	-3.2768e-15
-0.658291 	2.20029 	-5.03361e-15 	-3.12218e-15
